0,1,659.70,419.62,32.40,67.27,0.87,-1,-1,-1
0,2,839.70,526.05,31.50,80.10,0.86,-1,-1,-1
0,3,653.85,370.12,34.20,67.05,0.86,-1,-1,-1
0,4,472.95,266.62,29.70,56.25,0.82,-1,-1,-1
0,5,423.22,361.57,30.60,65.70,0.82,-1,-1,-1
0,6,680.85,319.72,32.40,58.05,0.81,-1,-1,-1
0,7,1208.70,453.82,28.80,67.27,0.80,-1,-1,-1
0,8,886.05,322.87,29.70,57.15,0.79,-1,-1,-1
0,9,5.88,192.37,35.02,48.15,0.79,-1,-1,-1
0,10,753.75,317.02,32.40,54.45,0.78,-1,-1,-1
0,11,633.60,227.92,26.10,50.40,0.76,-1,-1,-1
0,12,1120.50,263.70,30.60,54.00,0.74,-1,-1,-1
0,13,468.90,301.72,36.00,51.30,0.74,-1,-1,-1
0,14,482.85,283.50,25.20,52.65,0.73,-1,-1,-1
1,1,659.71,420.21,32.39,67.47,0.87,-1,-1,-1
1,2,844.39,524.88,31.50,80.10,0.85,-1,-1,-1
1,3,656.60,367.78,35.72,70.17,0.86,-1,-1,-1
1,4,473.22,265.84,30.73,58.20,0.75,-1,-1,-1
1,5,425.74,360.21,30.64,65.70,0.83,-1,-1,-1
1,6,678.17,319.53,33.86,60.78,0.83,-1,-1,-1
1,7,1210.68,453.63,29.54,69.03,0.81,-1,-1,-1
1,8,887.38,322.68,29.39,56.37,0.76,-1,-1,-1
1,9,8.53,192.57,35.46,48.74,0.73,-1,-1,-1
1,10,753.60,316.05,32.70,54.84,0.78,-1,-1,-1
1,11,633.86,229.68,24.81,48.06,0.77,-1,-1,-1
1,12,1121.45,263.11,31.82,55.95,0.79,-1,-1,-1
1,13,470.49,304.85,34.38,48.96,0.76,-1,-1,-1
1,14,483.00,283.50,27.24,56.95,0.80,-1,-1,-1
2,1,659.72,419.96,32.36,67.85,0.84,-1,-1,-1
2,2,849.74,523.98,31.53,80.10,0.85,-1,-1,-1
2,3,660.25,366.00,35.84,70.71,0.87,-1,-1,-1
2,4,474.46,265.19,29.89,56.46,0.82,-1,-1,-1
2,5,428.30,359.10,29.91,63.95,0.83,-1,-1,-1
2,6,676.65,319.32,33.46,59.88,0.85,-1,-1,-1
2,7,1211.19,452.56,30.70,71.42,0.82,-1,-1,-1
2,8,888.61,321.94,30.86,58.71,0.83,-1,-1,-1
2,9,11.52,192.17,35.19,48.40,0.82,-1,-1,-1
2,10,751.94,314.31,28.33,47.56,0.69,-1,-1,-1
2,11,632.59,229.62,23.62,45.87,0.72,-1,-1,-1
2,12,1122.15,263.53,32.34,56.29,0.77,-1,-1,-1
2,13,471.47,302.70,35.55,50.70,0.71,-1,-1,-1
2,14,483.55,283.67,27.90,58.37,0.74,-1,-1,-1
3,1,659.87,418.50,32.75,69.00,0.83,-1,-1,-1
3,2,854.78,523.37,31.49,80.10,0.86,-1,-1,-1
3,3,664.94,365.46,34.20,67.77,0.86,-1,-1,-1
3,4,474.71,265.34,30.58,57.59,0.84,-1,-1,-1
3,5,430.62,358.08,29.14,62.01,0.84,-1,-1,-1
3,6,673.95,318.57,33.02,58.49,0.83,-1,-1,-1
3,7,1213.16,452.38,31.42,72.33,0.82,-1,-1,-1
3,8,888.84,321.88,31.91,59.78,0.86,-1,-1,-1
3,9,15.14,191.95,35.02,48.20,0.85,-1,-1,-1
3,10,749.59,312.88,28.44,47.87,0.75,-1,-1,-1
3,11,631.25,230.19,20.98,40.58,0.67,-1,-1,-1
3,12,1121.35,265.21,33.15,57.04,0.82,-1,-1,-1
3,13,475.20,304.05,34.45,49.22,0.62,-1,-1,-1
3,14,480.74,285.23,30.75,64.12,0.66,-1,-1,-1
3,16,640.58,238.59,27.62,48.78,0.54,-1,-1,-1
4,1,661.04,417.54,33.26,70.18,0.85,-1,-1,-1
4,2,860.79,524.54,31.00,78.77,0.84,-1,-1,-1
4,3,670.31,365.19,32.43,64.40,0.86,-1,-1,-1
4,4,474.69,265.90,30.97,58.28,0.84,-1,-1,-1
4,5,432.76,358.15,29.13,61.79,0.84,-1,-1,-1
4,6,671.73,319.18,32.36,57.38,0.80,-1,-1,-1
4,7,1216.20,453.00,32.05,72.56,0.84,-1,-1,-1
4,8,888.99,322.70,32.99,60.41,0.83,-1,-1,-1
4,9,17.57,192.72,34.83,47.97,0.82,-1,-1,-1
4,10,750.01,312.86,29.84,50.37,0.75,-1,-1,-1
4,11,628.02,230.61,22.46,43.18,0.75,-1,-1,-1
4,12,1121.58,267.23,32.37,55.95,0.79,-1,-1,-1
4,13,486.12,307.74,32.08,46.34,0.68,-1,-1,-1
4,14,482.33,286.70,30.33,63.23,0.75,-1,-1,-1
4,16,640.37,238.35,27.90,48.99,0.68,-1,-1,-1
5,1,661.31,416.28,33.67,70.56,0.84,-1,-1,-1
5,2,866.19,525.93,31.43,79.63,0.83,-1,-1,-1
5,3,674.21,365.66,32.50,64.68,0.86,-1,-1,-1
5,4,474.89,266.58,31.90,60.11,0.83,-1,-1,-1
5,5,432.94,358.53,29.66,62.75,0.84,-1,-1,-1
5,6,668.77,319.72,33.53,59.97,0.78,-1,-1,-1
5,7,1218.20,453.87,32.78,71.94,0.87,-1,-1,-1
5,8,884.84,324.27,34.05,62.17,0.74,-1,-1,-1
5,9,18.93,193.39,34.86,48.14,0.80,-1,-1,-1
5,10,749.96,312.88,30.78,52.18,0.78,-1,-1,-1
5,11,623.48,231.05,24.98,47.75,0.80,-1,-1,-1
5,12,1122.45,269.99,31.77,55.55,0.76,-1,-1,-1
5,13,489.30,308.09,31.81,45.75,0.81,-1,-1,-1
5,14,485.37,288.15,26.59,55.12,0.75,-1,-1,-1
5,16,639.40,238.09,28.41,49.41,0.78,-1,-1,-1
6,1,661.79,415.55,33.64,69.41,0.86,-1,-1,-1
6,2,872.12,527.04,31.88,80.56,0.85,-1,-1,-1
6,3,678.02,366.15,32.34,64.49,0.87,-1,-1,-1
6,4,475.36,268.36,30.78,58.27,0.83,-1,-1,-1
6,5,434.32,359.15,29.75,63.11,0.82,-1,-1,-1
6,6,665.00,320.21,32.75,58.99,0.77,-1,-1,-1
6,7,1219.36,455.28,33.20,69.64,0.89,-1,-1,-1
6,8,882.99,326.82,33.27,61.53,0.76,-1,-1,-1
6,9,20.45,193.53,34.83,48.28,0.80,-1,-1,-1
6,10,749.09,312.15,31.66,54.40,0.76,-1,-1,-1
