0,1,1067.40,382.72,45.00,56.70,0.88,-1,-1,-1
0,2,80.44,277.42,38.03,60.30,0.87,-1,-1,-1
0,3,755.10,339.75,36.00,53.55,0.87,-1,-1,-1
0,4,823.50,378.45,46.80,64.35,0.86,-1,-1,-1
0,5,690.30,478.80,58.50,58.50,0.85,-1,-1,-1
0,6,238.27,255.15,40.50,50.85,0.85,-1,-1,-1
0,7,202.61,351.45,44.44,54.45,0.83,-1,-1,-1
0,8,243.67,387.00,49.05,56.25,0.83,-1,-1,-1
0,9,319.72,186.97,30.60,46.35,0.83,-1,-1,-1
0,10,482.85,273.60,27.00,49.50,0.83,-1,-1,-1
0,11,393.75,297.22,24.75,54.45,0.81,-1,-1,-1
0,12,9.51,238.27,26.89,58.05,0.79,-1,-1,-1
0,13,831.60,304.20,39.60,54.00,0.79,-1,-1,-1
0,14,128.25,386.10,38.25,49.95,0.77,-1,-1,-1
0,15,1014.30,277.65,39.60,52.20,0.76,-1,-1,-1
0,16,582.30,266.17,29.70,49.95,0.75,-1,-1,-1
0,17,490.50,154.46,21.60,38.25,0.69,-1,-1,-1
0,18,202.05,214.87,22.95,47.25,0.69,-1,-1,-1
1,1,1068.22,381.75,44.93,56.70,0.86,-1,-1,-1
1,2,74.65,277.62,37.88,59.91,0.86,-1,-1,-1
1,3,754.60,338.58,36.22,53.94,0.86,-1,-1,-1
1,4,822.31,379.23,46.05,63.57,0.85,-1,-1,-1
1,5,690.67,478.41,56.19,56.16,0.88,-1,-1,-1
1,6,235.00,256.52,38.86,48.90,0.77,-1,-1,-1
1,7,197.43,349.69,44.85,54.84,0.87,-1,-1,-1
1,8,242.29,387.00,48.31,55.47,0.78,-1,-1,-1
1,9,314.54,186.97,31.21,47.13,0.86,-1,-1,-1
1,10,480.05,272.82,27.14,49.89,0.82,-1,-1,-1
1,11,386.43,295.66,25.73,56.40,0.83,-1,-1,-1
1,12,2.46,239.64,26.26,56.88,0.69,-1,-1,-1
1,13,826.30,304.79,40.06,54.39,0.79,-1,-1,-1
1,14,117.61,386.30,38.25,49.95,0.78,-1,-1,-1
1,15,1011.81,278.63,38.34,50.64,0.81,-1,-1,-1
1,16,577.32,265.59,29.51,49.56,0.72,-1,-1,-1
1,17,484.01,153.88,22.87,40.40,0.72,-1,-1,-1
1,18,195.02,213.70,24.32,49.98,0.81,-1,-1,-1
2,1,1064.40,380.88,43.01,54.24,0.77,-1,-1,-1
2,2,67.47,277.48,38.46,60.55,0.88,-1,-1,-1
2,3,753.84,337.50,34.81,52.26,0.82,-1,-1,-1
2,4,822.56,379.19,45.02,62.73,0.87,-1,-1,-1
2,5,692.94,477.63,56.38,56.47,0.91,-1,-1,-1
2,6,230.62,257.28,38.02,48.21,0.74,-1,-1,-1
2,7,196.71,349.22,44.14,54.21,0.78,-1,-1,-1
2,8,234.57,386.47,50.09,57.45,0.84,-1,-1,-1
2,9,309.99,187.67,30.63,45.87,0.84,-1,-1,-1
2,10,476.21,271.29,27.59,50.66,0.86,-1,-1,-1
2,11,380.81,293.84,25.96,56.39,0.87,-1,-1,-1
2,12,-5.39,239.88,27.35,59.51,0.25,-1,-1,-1
2,13,820.21,305.24,41.39,55.86,0.73,-1,-1,-1
2,14,106.12,385.80,39.04,51.00,0.74,-1,-1,-1
2,15,1007.93,278.26,37.92,50.37,0.61,-1,-1,-1
2,16,572.30,265.31,30.76,51.60,0.74,-1,-1,-1
2,17,478.46,153.60,24.39,42.82,0.80,-1,-1,-1
2,18,191.00,212.30,23.84,49.09,0.73,-1,-1,-1
3,1,1057.71,379.23,44.95,56.29,0.88,-1,-1,-1
3,2,59.43,278.11,37.95,59.73,0.80,-1,-1,-1
3,3,751.96,336.32,35.56,54.16,0.84,-1,-1,-1
3,4,821.53,378.47,44.21,62.14,0.86,-1,-1,-1
3,5,697.66,476.37,56.67,57.29,0.88,-1,-1,-1
3,6,228.47,257.66,35.77,45.95,0.75,-1,-1,-1
3,7,189.87,348.41,44.65,54.69,0.86,-1,-1,-1
3,8,226.91,385.63,50.74,58.08,0.86,-1,-1,-1
3,9,310.03,187.72,30.44,45.80,0.76,-1,-1,-1
3,10,470.47,269.79,27.33,49.87,0.86,-1,-1,-1
3,11,375.31,292.08,26.14,55.67,0.87,-1,-1,-1
3,13,814.07,305.54,40.26,53.95,0.72,-1,-1,-1
3,14,94.49,385.81,38.94,50.99,0.72,-1,-1,-1
3,15,1004.19,277.79,34.73,46.51,0.69,-1,-1,-1
3,16,568.34,264.90,31.39,52.59,0.77,-1,-1,-1
3,17,472.40,153.60,25.59,44.60,0.80,-1,-1,-1
3,18,183.21,210.57,24.83,50.70,0.78,-1,-1,-1
4,1,1051.29,377.10,46.58,57.92,0.89,-1,-1,-1
4,2,52.10,278.82,37.54,59.45,0.78,-1,-1,-1
4,3,750.49,334.34,35.68,55.10,0.78,-1,-1,-1
4,4,818.78,378.57,42.81,60.31,0.86,-1,-1,-1
4,5,700.70,474.66,57.55,58.89,0.82,-1,-1,-1
4,6,227.17,257.23,34.29,44.60,0.71,-1,-1,-1
4,7,187.40,348.84,43.32,53.20,0.87,-1,-1,-1
4,8,218.73,384.87,50.77,58.24,0.88,-1,-1,-1
4,9,301.81,187.80,31.78,47.72,0.72,-1,-1,-1
4,10,465.33,268.02,27.37,49.26,0.86,-1,-1,-1
4,11,370.74,290.24,26.53,54.75,0.89,-1,-1,-1
4,13,807.84,305.45,39.98,53.60,0.67,-1,-1,-1
4,14,82.46,385.99,38.25,50.30,0.77,-1,-1,-1
4,15,1000.85,277.64,32.89,44.63,0.70,-1,-1,-1
4,16,562.05,265.59,31.36,52.22,0.67,-1,-1,-1
4,17,466.94,154.02,26.61,46.42,0.69,-1,-1,-1
4,18,174.15,209.48,26.17,52.27,0.84,-1,-1,-1
5,1,1044.95,376.26,48.10,59.43,0.91,-1,-1,-1
5,2,46.65,279.21,36.79,59.04,0.72,-1,-1,-1
5,3,750.00,332.90,33.22,51.27,0.81,-1,-1,-1
5,4,815.93,378.29,44.36,62.36,0.91,-1,-1,-1
5,5,701.05,470.94,59.63,61.32,0.80,-1,-1,-1
5,6,220.66,256.25,36.38,47.90,0.74,-1,-1,-1
5,7,185.46,348.86,43.52,54.00,0.64,-1,-1,-1
5,8,213.88,384.79,50.57,58.26,0.85,-1,-1,-1
5,9,296.55,187.90,31.42,47.65,0.60,-1,-1,-1
5,10,460.64,266.68,28.01,49.38,0.86,-1,-1,-1
5,11,365.84,289.21,26.69,53.48,0.81,-1,-1,-1
5,13,802.59,306.54,38.30,51.55,0.75,-1,-1,-1
5,14,70.17,386.38,38.09,50.38,0.74,-1,-1,-1
5,15,991.31,276.60,33.61,45.49,0.79,-1,-1,-1
5,16,560.70,266.00,30.05,50.43,0.73,-1,-1,-1
5,17,463.40,154.17,26.14,46.08,0.70,-1,-1,-1
5,18,166.52,208.76,27.18,53.18,0.79,-1,-1,-1
6,1,1039.54,375.39,50.34,62.11,0.89,-1,-1,-1
6,2,40.16,279.17,36.60,59.54,0.77,-1,-1,-1
6,3,746.26,331.34,33.81,51.47,0.88,-1,-1,-1
6,4,813.72,378.20,46.24,64.63,0.90,-1,-1,-1
6,5,700.68,468.12,58.10,59.71,0.87,-1,-1,-1
6,6,215.36,255.93,37.39,49.28,0.82,-1,-1,-1
6,7,180.72,347.93,44.40,55.22,0.71,-1,-1,-1
6,8,210.74,385.42,50.21,58.56,0.82,-1,-1,-1
6,9,292.97,188.40,30.03,46.03,0.30,-1,-1,-1
6,10,456.75,265.80,28.71,50.06,0.85,-1,-1,-1
6,11,359.57,288.93,27.42,54.02,0.85,-1,-1,-1
6,13,795.70,307.71,37.52,50.54,0.74,-1,-1,-1
6,14,57.29,386.52,37.94,50.40,0.75,-1,-1,-1
6,15,983.48,276.27,34.69,46.44,0.82,-1,-1,-1
6,16,557.64,265.51,30.10,51.05,0.76,-1,-1,-1
6,17,460.31,154.46,24.40,43.54,0.77,-1,-1,-1
6,18,158.73,208.71,27.92,54.24,0.78,-1,-1,-1
7,1,1034.91,374.96,50.72,63.07,0.89,-1,-1,-1
7,2,31.70,278.67,36.68,60.35,0.77,-1,-1,-1
7,3,744.99,330.85,34.13,50.62,0.85,-1,-1,-1
7,4,812.19,379.24,47.29,66.37,0.87,-1,-1,-1
7,5,700.44,466.54,56.77,58.42,0.91,-1,-1,-1
7,6,210.33,256.27,37.79,49.49,0.74,-1,-1,-1
7,7,173.42,346.23,46.03,57.20,0.82,-1,-1,-1
7,8,209.67,386.28,48.91,57.72,0.86,-1,-1,-1
7,9,287.20,187.79,29.22,44.65,0.48,-1,-1,-1
7,10,451.81,265.84,28.99,50.61,0.83,-1,-1,-1
7,11,353.95,288.57,27.74,54.53,0.86,-1,-1,-1
